i,j,l,t,value
1,1,1,1,0.0
2,1,1,1,0.0
3,1,1,1,0.0
4,1,1,1,0.0
5,1,1,1,0.0
6,1,1,1,0.0
7,1,1,1,0.0
8,1,1,1,0.0
1,2,1,1,0.0
2,2,1,1,0.0
3,2,1,1,0.0
4,2,1,1,0.0
5,2,1,1,0.0
6,2,1,1,0.0
7,2,1,1,0.0
8,2,1,1,0.0
1,3,1,1,0.0
2,3,1,1,0.0
3,3,1,1,0.0
4,3,1,1,0.0
5,3,1,1,0.0
6,3,1,1,0.0
7,3,1,1,0.0
8,3,1,1,220.78987014
1,4,1,1,0.0
2,4,1,1,0.0
3,4,1,1,0.0
4,4,1,1,0.0
5,4,1,1,0.0
6,4,1,1,0.0
7,4,1,1,0.0
8,4,1,1,60.38545456
1,5,1,1,0.0
2,5,1,1,0.0
3,5,1,1,0.0
4,5,1,1,0.0
5,5,1,1,0.0
6,5,1,1,0.0
7,5,1,1,704.9
8,5,1,1,0.0
1,6,1,1,0.0
2,6,1,1,0.0
3,6,1,1,0.0
4,6,1,1,0.0
5,6,1,1,0.0
6,6,1,1,0.0
7,6,1,1,443.01892858
8,6,1,1,0.0
1,7,1,1,0.0
2,7,1,1,0.0
3,7,1,1,0.0
4,7,1,1,0.0
5,7,1,1,0.0
6,7,1,1,0.0
7,7,1,1,0.0
8,7,1,1,0.0
1,8,1,1,0.0
2,8,1,1,0.0
3,8,1,1,0.0
4,8,1,1,0.0
5,8,1,1,28577.72878
6,8,1,1,0.0
7,8,1,1,0.0
8,8,1,1,3298.5350860914914
1,9,1,1,0.0
2,9,1,1,0.0
3,9,1,1,0.0
4,9,1,1,0.0
5,9,1,1,0.0
6,9,1,1,0.0
7,9,1,1,7208.816880688504
8,9,1,1,0.0
1,10,1,1,0.0
2,10,1,1,0.0
3,10,1,1,0.0
4,10,1,1,0.0
5,10,1,1,0.0
6,10,1,1,0.0
7,10,1,1,0.0
8,10,1,1,0.0
1,1,2,1,0.0
2,1,2,1,0.0
3,1,2,1,0.0
4,1,2,1,0.0
5,1,2,1,0.0
6,1,2,1,0.0
7,1,2,1,0.0
8,1,2,1,0.0
1,2,2,1,0.0
2,2,2,1,0.0
3,2,2,1,0.0
4,2,2,1,0.0
5,2,2,1,0.0
6,2,2,1,0.0
7,2,2,1,0.0
8,2,2,1,0.0
1,3,2,1,0.0
2,3,2,1,0.0
3,3,2,1,0.0
4,3,2,1,0.0
5,3,2,1,0.0
6,3,2,1,0.0
7,3,2,1,0.0
8,3,2,1,0.0
1,4,2,1,0.0
2,4,2,1,0.0
3,4,2,1,0.0
4,4,2,1,0.0
5,4,2,1,0.0
6,4,2,1,0.0
7,4,2,1,0.0
8,4,2,1,0.0
1,5,2,1,0.0
2,5,2,1,0.0
3,5,2,1,0.0
4,5,2,1,0.0
5,5,2,1,0.0
6,5,2,1,0.0
7,5,2,1,0.0
8,5,2,1,0.0
1,6,2,1,0.0
2,6,2,1,0.0
3,6,2,1,0.0
4,6,2,1,0.0
5,6,2,1,0.0
6,6,2,1,0.0
7,6,2,1,0.0
8,6,2,1,0.0
1,7,2,1,0.0
2,7,2,1,0.0
3,7,2,1,0.0
4,7,2,1,0.0
5,7,2,1,0.0
6,7,2,1,0.0
7,7,2,1,0.0
8,7,2,1,0.0
1,8,2,1,0.0
2,8,2,1,0.0
3,8,2,1,0.0
4,8,2,1,0.0
5,8,2,1,0.0
6,8,2,1,0.0
7,8,2,1,0.0
8,8,2,1,0.0
1,9,2,1,0.0
2,9,2,1,0.0
3,9,2,1,0.0
4,9,2,1,0.0
5,9,2,1,0.0
6,9,2,1,0.0
7,9,2,1,0.0
8,9,2,1,0.0
1,10,2,1,0.0
2,10,2,1,0.0
3,10,2,1,0.0
4,10,2,1,0.0
5,10,2,1,0.0
6,10,2,1,0.0
7,10,2,1,0.0
8,10,2,1,0.0
1,1,3,1,0.0
2,1,3,1,0.0
3,1,3,1,0.0
4,1,3,1,0.0
5,1,3,1,0.0
6,1,3,1,0.0
7,1,3,1,0.0
8,1,3,1,0.0
1,2,3,1,0.0
2,2,3,1,0.0
3,2,3,1,0.0
4,2,3,1,0.0
5,2,3,1,0.0
6,2,3,1,0.0
7,2,3,1,0.0
8,2,3,1,0.0
1,3,3,1,0.0
2,3,3,1,0.0
3,3,3,1,0.0
4,3,3,1,0.0
5,3,3,1,0.0
6,3,3,1,0.0
7,3,3,1,0.0
8,3,3,1,0.0
1,4,3,1,0.0
2,4,3,1,0.0
3,4,3,1,0.0
4,4,3,1,0.0
5,4,3,1,0.0
6,4,3,1,0.0
7,4,3,1,0.0
8,4,3,1,0.0
1,5,3,1,0.0
2,5,3,1,0.0
3,5,3,1,0.0
4,5,3,1,0.0
5,5,3,1,0.0
6,5,3,1,0.0
7,5,3,1,0.0
8,5,3,1,0.0
1,6,3,1,0.0
2,6,3,1,0.0
3,6,3,1,0.0
4,6,3,1,0.0
5,6,3,1,0.0
6,6,3,1,0.0
7,6,3,1,0.0
8,6,3,1,0.0
1,7,3,1,0.0
2,7,3,1,0.0
3,7,3,1,0.0
4,7,3,1,0.0
5,7,3,1,0.0
6,7,3,1,0.0
7,7,3,1,0.0
8,7,3,1,0.0
1,8,3,1,0.0
2,8,3,1,0.0
3,8,3,1,0.0
4,8,3,1,0.0
5,8,3,1,0.0
6,8,3,1,0.0
7,8,3,1,0.0
8,8,3,1,0.0
1,9,3,1,0.0
2,9,3,1,0.0
3,9,3,1,0.0
4,9,3,1,0.0
5,9,3,1,0.0
6,9,3,1,0.0
7,9,3,1,0.0
8,9,3,1,0.0
1,10,3,1,0.0
2,10,3,1,0.0
3,10,3,1,0.0
4,10,3,1,0.0
5,10,3,1,0.0
6,10,3,1,0.0
7,10,3,1,0.0
8,10,3,1,0.0
1,1,4,1,0.0
2,1,4,1,0.0
3,1,4,1,0.0
4,1,4,1,0.0
5,1,4,1,0.0
6,1,4,1,0.0
7,1,4,1,0.0
8,1,4,1,0.0
1,2,4,1,0.0
2,2,4,1,0.0
3,2,4,1,0.0
4,2,4,1,0.0
5,2,4,1,0.0
6,2,4,1,0.0
7,2,4,1,0.0
8,2,4,1,0.0
1,3,4,1,0.0
2,3,4,1,0.0
3,3,4,1,0.0
4,3,4,1,0.0
5,3,4,1,0.0
6,3,4,1,0.0
7,3,4,1,0.0
8,3,4,1,0.0
1,4,4,1,0.0
2,4,4,1,0.0
3,4,4,1,0.0
4,4,4,1,0.0
5,4,4,1,0.0
6,4,4,1,0.0
7,4,4,1,0.0
8,4,4,1,0.0
1,5,4,1,0.0
2,5,4,1,0.0
3,5,4,1,0.0
4,5,4,1,0.0
5,5,4,1,0.0
6,5,4,1,0.0
7,5,4,1,0.0
8,5,4,1,0.0
1,6,4,1,0.0
2,6,4,1,0.0
3,6,4,1,0.0
4,6,4,1,0.0
5,6,4,1,0.0
6,6,4,1,0.0
7,6,4,1,0.0
8,6,4,1,0.0
1,7,4,1,0.0
2,7,4,1,0.0
3,7,4,1,0.0
4,7,4,1,0.0
5,7,4,1,0.0
6,7,4,1,0.0
7,7,4,1,0.0
8,7,4,1,0.0
1,8,4,1,0.0
2,8,4,1,0.0
3,8,4,1,0.0
4,8,4,1,0.0
5,8,4,1,0.0
6,8,4,1,0.0
7,8,4,1,0.0
8,8,4,1,0.0
1,9,4,1,0.0
2,9,4,1,0.0
3,9,4,1,0.0
4,9,4,1,0.0
5,9,4,1,0.0
6,9,4,1,0.0
7,9,4,1,0.0
8,9,4,1,0.0
1,10,4,1,0.0
2,10,4,1,0.0
3,10,4,1,0.0
4,10,4,1,0.0
5,10,4,1,0.0
6,10,4,1,0.0
7,10,4,1,0.0
8,10,4,1,0.0
1,1,1,2,0.0
2,1,1,2,0.0
3,1,1,2,0.0
4,1,1,2,0.0
5,1,1,2,0.0
6,1,1,2,0.0
7,1,1,2,0.0
8,1,1,2,0.0
1,2,1,2,0.0
2,2,1,2,0.0
3,2,1,2,0.0
4,2,1,2,0.0
5,2,1,2,0.0
6,2,1,2,0.0
7,2,1,2,0.0
8,2,1,2,0.0
1,3,1,2,0.0
2,3,1,2,0.0
3,3,1,2,0.0
4,3,1,2,0.0
5,3,1,2,0.0
6,3,1,2,0.0
7,3,1,2,0.0
8,3,1,2,0.0
1,4,1,2,0.0
2,4,1,2,0.0
3,4,1,2,0.0
4,4,1,2,0.0
5,4,1,2,0.0
6,4,1,2,0.0
7,4,1,2,0.0
8,4,1,2,0.0
1,5,1,2,0.0
2,5,1,2,0.0
3,5,1,2,0.0
4,5,1,2,0.0
5,5,1,2,0.0
6,5,1,2,0.0
7,5,1,2,0.0
8,5,1,2,0.0
1,6,1,2,0.0
2,6,1,2,0.0
3,6,1,2,0.0
4,6,1,2,0.0
5,6,1,2,5886.787885105117
6,6,1,2,0.0
7,6,1,2,0.0
8,6,1,2,0.0
1,7,1,2,0.0
2,7,1,2,0.0
3,7,1,2,0.0
4,7,1,2,0.0
5,7,1,2,0.0
6,7,1,2,0.0
7,7,1,2,0.0
8,7,1,2,0.0
1,8,1,2,0.0
2,8,1,2,0.0
3,8,1,2,0.0
4,8,1,2,0.0
